col.0: MtotZAMS/Msun  col.1:num mergers
430669009.9262963 92
col.0:ID col.1:m1ZAMS/Msun col.2:m2ZAMS/Msun col.3:m1rem/Msun col.4:m2rem/Msun col.5:m1rem+m2rem/Msun col.6:delay_time/Myr col.7:sma/Rsun col.8:ecc col.9:kick/kms col.10:kick/kms col.11:cmu1 col.12:cmu2 col.13:v1x/kms col.14:v1y/kms col.15:v1z/kms col.16:v2x/kms col.17:v2y/kms col.18:v2z/kms col.19:time_SN1/Myr col.20:time_SN2/Myr col.21:CE
3_1789897 44.4215 41.7483 7.4843 5.9892 13.473500000000001 81.7139 4.8238 0.40461 27.7957 46.2631 1.0 0.9999 111.5 -22.4 0.2984 122.4 8.22 -6.143 5.243 5.805 True
3_2081133 30.1124 29.5262 5.531 4.398 9.928999999999998 1670.506 325.38 0.99519 34.0201 109.1129 0.91 -0.8167 19.71 1.732 -7.601 47.78 -38.56 -1.303 6.809 6.912 True
3_2235623 60.1182 39.3303 13.2344 7.7508 20.9852 5.6857 4248.8 1.0 5.041 22.6027 0.9953 -0.9007 1.525 -0.4053 0.9045 10.38 0.1634 -0.007485 4.555 5.586 False
3_2362690 38.1789 35.1607 7.7948 4.5122 12.307 9027.8174 727.74 0.9959 14.3723 41.6898 0.9991 1.0 2.539 -0.3984 -1.744 22.08 8.86 -0.004631 5.742 6.057 True
3_2602194 107.3138 67.8252 9.7002 7.5017 17.201900000000002 87.3896 5.2628 0.214 6.722 41.8886 1.0 0.9997 134.8 -0.7992 0.2901 95.53 14.41 11.23 3.899 4.417 True
3_2691482 144.0538 79.4128 12.0524 9.0391 21.0915 82.8156 5.8354 0.090015 0.0 26.4584 1.0 0.9999 94.28 0.0 -0.0 74.95 -4.583 4.726 3.715 4.199 True
3_2708111 57.8243 29.6776 9.2911 3.8176 13.1087 54.4811 157.01 0.99575 14.5858 116.7764 0.9841 -0.479 3.384 2.656 1.787 51.88 -10.6 1.612 4.641 7.057 True
3_3109237 67.5075 56.1785 12.1832 8.6361 20.8193 23.7792 4.0776 0.1344 0.0 16.5211 1.0 1.0 115.2 23.37 -0.0 91.13 -3.819 4.419 4.349 4.837 True
3_3162406 44.3025 44.1023 4.1899 4.0849 8.274799999999999 186.0803 94.721 0.99115 32.2111 119.5843 0.9979 -0.9945 38.12 -8.305 -5.248 77.05 0.05461 -0.6086 5.348 5.365 True
3_3199427 55.0411 30.2906 9.1529 3.5557 12.7086 11.3239 149.87 0.99799 13.4261 102.1609 0.9972 0.9996 4.135 -1.797 -0.6397 48.27 3.778 0.03343 4.737 6.859 True
3_3463133 38.1603 35.3004 8.1743 4.6196 12.7939 28.3522 496.41 0.99918 20.861 81.9161 0.9969 -0.3434 5.636 7.805 -3.128 40.61 5.861 0.718 5.742 6.06 True
3_3508819 42.2098 39.3809 7.1592 4.2423 11.4015 8.2809 1.7218 0.38366 29.8947 87.6664 0.9999 0.9993 128.4 -19.97 -2.994 379.6 2.214 -23.3 5.395 5.973 True
3_3574969 39.6827 31.7246 7.5602 3.1592 10.7194 25.5875 150.06 0.99705 35.4525 118.2281 -0.9461 0.9757 7.39 2.596 0.7437 53.8 16.52 0.3562 5.608 6.494 True
3_3658431 52.8767 44.7302 7.048 6.5768 13.6248 45.5872 3.8089 0.27564 19.5267 33.714 1.0 1.0 189.0 -65.25 -0.9162 130.4 -15.56 3.602 4.81 5.349 True
3_3689628 42.3675 41.8652 4.0464 3.8041 7.8505 2309.6108 77.298 0.9745 81.4962 79.1596 0.9734 0.9687 48.19 3.072 -24.84 56.82 -16.79 2.456 5.478 5.524 True
4_114224 40.2089 39.896 3.6605 3.4789 7.1394 13998.6758 44.535 0.91498 148.8288 101.258 0.9608 0.2717 73.39 -31.19 33.52 66.35 0.3393 -18.02 5.657 5.691 True
4_333015 52.4365 44.4817 7.1066 6.5545 13.661100000000001 445.9279 7.7486 0.42885 22.9139 48.2519 1.0 0.9999 183.6 44.04 3.087 79.21 -3.463 6.143 4.838 5.377 True
4_826095 89.925 60.7745 8.1129 6.5128 14.6257 207.9459 5.9948 0.2715 17.1098 24.2059 1.0 1.0 154.4 -4.433 1.988 106.1 -10.76 0.4705 4.058 4.603 True
4_911547 61.1043 50.7255 9.5226 7.5336 17.0562 23.3648 3.5848 0.2119 5.9101 18.4529 1.0 0.9999 125.7 52.82 0.4556 114.4 4.302 6.92 4.519 5.036 True
4_1071249 40.9359 27.7238 5.317 4.6144 9.9314 4235.2266 112.75 0.97533 70.8823 114.4563 0.5065 0.9375 7.388 5.513 -4.577 67.56 22.87 -2.685 5.534 8.086 True
4_1431955 48.6613 41.3412 6.0305 5.791 11.8215 242.8682 5.6366 0.3616 29.2531 13.4916 1.0 0.9999 246.2 -65.7 -3.513 120.9 -1.106 6.351 5.017 5.585 True
4_1778622 31.4886 19.9193 6.5159 3.1339 9.6498 9.7988 695.34 0.99996 43.1858 67.2215 -0.9888 -0.997 11.43 -3.89 0.434 39.64 -5.843 0.008687 6.575 9.698 True
4_1914434 47.4537 41.0465 6.4257 5.7109 12.1366 326.6397 5.9701 0.30644 36.1664 50.1168 0.9996 0.9992 121.1 33.23 -6.537 124.4 -16.06 -15.76 5.078 5.649 True
4_1957805 54.1691 45.5285 7.1135 6.5723 13.6858 82.3777 5.1691 0.45912 14.3459 82.3318 1.0 1.0 120.2 16.28 -1.025 93.45 20.98 2.515 4.758 5.302 True
4_2410146 89.0876 24.9069 16.5883 7.7091 24.2974 1389.5085 1546.4 0.99854 0.0 39.0097 1.0 0.8483 0.4559 -0.04443 0.0 15.78 1.417 -0.2489 4.035 7.481 False
4_2483104 52.2192 51.9337 5.3877 5.2696 10.6573 7091.0703 252.6 0.98811 80.3871 45.8748 0.7913 0.6502 32.65 -17.41 13.24 29.84 -4.074 2.94 4.914 4.929 True
4_2937646 76.2106 25.6292 18.4729 6.8157 25.2886 407.5867 2354.3 0.99952 0.0 34.5097 1.0 0.0256 0.3378 1.16e-05 0.0 12.62 0.2641 0.1896 4.19 7.458 False
4_3272119 108.5532 44.8634 25.9972 9.4615 35.4587 3976.9482 5344.0 0.99929 0.0 24.4168 1.0 -0.9625 0.2556 0.05293 0.0 7.786 -0.3207 0.04931 3.845 5.15 False
4_3563451 82.4188 22.6253 12.9027 4.3954 17.298099999999998 4296.6919 194.28 0.98045 7.4508 97.7582 0.9999 0.9988 2.216 -1.497 -0.3317 39.96 7.66 0.1717 4.122 7.861 True
4_3748073 40.065 38.3197 4.489 3.5441 8.0331 1362.7144 161.73 0.9915 82.5918 52.2373 0.6985 -0.3988 41.99 -4.394 -11.82 30.74 10.19 2.586 5.626 5.819 True
4_3947910 63.2326 42.8769 13.6293 4.2953 17.9246 7.027 225.38 0.99875 4.7388 99.9709 0.976 -0.8006 1.249 0.1098 -0.1971 38.76 -0.8882 0.4426 4.462 5.404 True
